"","Title","Best_Match","Similarity"
"61","Medium and large-sized mammals of RPPN Estacao Veracel, southernmost Bahia, Brazil.","Medium- and large-sized mammals in forest remnants of the southern Cerrado: diversity and ecology","0.369942196531792"
"62","Effects of reflective warning markers on wildlife","Effects of cumulated outdoor activity on wildlife habitat use","0.436363636363636"
"63","TrapCam: an inexpensive camera system for studying deep-water animals","TRAPPER: an open source web-based application to manage camera trapping projects","0.206896551724138"
"64","Collaboration brings hope for the last Amur leopards.","A permanent security post for camera trapping","0.206185567010309"
"65","Medium- and large-sized mammal composition in the Chapada dos Veadeiros National Park and adjacent areas, state of Goias, Brazil","Medium- and large-sized mammals in forest remnants of the southern Cerrado: diversity and ecology","0.284403669724771"
"66","Range expansion: Servals spotted in the Kalahari.","Range extension of Leadbeater's possum (Gymnobelideus leadbeateri)","0.272727272727273"
"67","MEDIUM TO LARGE-SIZED MAMMALS OF THE AUGUSTO RUSCHI BIOLOGICAL RESERVE, SAO PAULO STATE, BRAZIL.","Records of small carnivores from in and around Namdapha Tiger Reserve, Arunachal Pradesh, India","0.194594594594595"
"68","Photographic evidence of the white-tailed deer","PHOTOGRAPHIC EVIDENCE OF THE WHITE-TAILED DEER (ODOCOILEUS VIRGINIANUS) IN THE SANDIA MOUNTAIN RANGE OF BERNALILLO COUNTY, NEW MEXICO","0.517241379310345"
"69","The queen of Tikal and her suitors.","The value of citizen science for ecological monitoring of mammals","0.202020202020202"
"70","THE POLLINATION ECOLOGY OF RHODODENDRON FLOCCIGERUM FRANCHET (ERICACEAE) IN WEIXI, YUNNAN PROVINCE, CHINA.","The pollination system of the widely distributed mammal-pollinated Mucuna macrocarpa (Fabaceae) in the tropics","0.192307692307692"
"71","New records of Persian leopard in Bashagard area, southeastern Iran.","New records of tepezcuincle (Cuniculus paca) in Puebla, Central Mexico","0.285714285714286"
"72","First Camera-trap Photos of Asiatic Black Bears in the Bashagard Region of Southeastern Iran.","First camera-trap record of Small-toothed Palm Civet Arctogalida trivirgata from India","0.274285714285714"
"73","Clouded leopard in Sikles-Bhujung Landscape, Annapurna Conservation Area, Nepal.","Felids, forest and farmland: identifying high priority conservation areas in Sumatra","0.265822784810127"
"74","First record of Yellow-bellied Weasel (Mustela kathiah) from Buxa Tiger Reserve, West Bengal, India.","First record of Blanford's Fox Vulpes cana (Blanford, 1877) from Iraq","0.238993710691824"
"75","Recent records and conservation issues affecting the African wild dog in the Kasigau Corridor, south-east Kenya.","Recent records of Tapirella bairdii and Panthera onca in a region highly transformed by human activities in southern Veracruz, Mexico","0.215767634854772"
"76","Examining Temporal Sample Scale and Model Choice with Spatial Capture-Recapture Models in the Common Leopard Panthera pardus","Examining the state of biodiversity using camera traps in the Pacaya Samiria National Reserve, Peru","0.171945701357466"
"77","First confirmed records of the bush dog (Carnivora: Canidae) for Costa Rica.","FIRST CONFIRMED BAND-RUMPED STORM PETREL OCEANODROMA CASTRO COLONY IN THE HAWAIIAN ISLANDS","0.248447204968944"
"78","Program SPACECAP: software for estimating animal density using spatially explicit capture-recapture models","Dingo Density Estimates and Movements in Equatorial Australia: Spatially Explicit Mark-Resight Models","0.246305418719212"
"79","First photo capture of Asiatic golden cat in Dampa Tiger Reserve, Mizoram, India.","Bird and mammal use of vernal pools along an urban development gradient","0.214765100671141"
"80","Status and conservation significance of ground-dwelling mammals in the Cardamom Rainforest Landscape, southwestern Cambodia.","Status and Conservation of small Carnivores in Chitwan National Park, Nepal (Mammalia: Carnivora)","0.271028037383177"
"81","The status of jungle cat and sympatric small cats in Cambodia's Eastern Plains.","The status of savanna carnivores in the Odzala-Kokoua National Park, northern Republic of Congo","0.2"
"82","The status of large mammals in eastern Cambodia: a review of camera trapping data 1999-2007.","The status of savanna carnivores in the Odzala-Kokoua National Park, northern Republic of Congo","0.208791208791209"
"83","Small-medium wild cats of Endau Rompin Landscape in Johor, Peninsular Malaysia.","The discovery of two spotted leopards (Panthera pardus) in Peninsular Malaysia","0.328947368421053"
"84","ABUNDANCE AND HABITAT SUITABILITY MODEL FOR RATEL (MELLIVORA CAPENSIS) IN SARISKA TIGER RESERVE, WESTERN INDIA.","Populations and activity patterns of clouded leopards and marbled cats in Dampa Tiger Reserve, India","0.213592233009709"
"85","An island of wildlife in a human-dominated landscape: The last fragment of primary forest on the Osa Peninsula's Golfo Dulce coastline, Costa Rica","A paradox of local abundance amidst regional rarity: the value of montane refugia for Persian leopard conservation","0.203921568627451"
"86","First camera trap record of crab-eating fox on Auyan Tepui, Venezuela.","FIRST CAMERA TRAP RECORD OF RED PANDA AILURUS FULGENS (CUVIER, 1825) (MAMMALIA: CARNIVORA: AILURIDAE) FROM KHANGCHENDZONGA, SIKKIM, INDIA","0.328205128205128"
"87","First camera trap photo of marbled cat in Ulu Sat Permanent Forest Reserve, Malaysia.","First record of the Asiatic black bear in the southern part of Hakone, Kanagawa, Japan","0.251497005988024"
"88","Pallas's cat photographed in Qurumber National Park, Gilgit-Baltistan, Pakistan.","Large mammal richness in Llanganates National Park, Ecuador","0.270676691729323"
"89","Camera trap study of Persian leopard in Golestan National Park, Iran.","Camera trap survey of wildlife in Buergen Beaver National Nature Reserve, Xinjiang","0.337837837837838"
"90","Rhesus macaque eradication to restore the ecological integrity of Desecheo National Wildlife Refuge, Puerto Rico.","Photos provide information on age, but not kinship, of Andean bear","0.194285714285714"
"91","Preliminary results for golden jackal (Canis aureus) survey in Austria.","Preliminary Results from a Wildfire Detection System Using Deep Learning on Remote Camera Images","0.25609756097561"
"92","Spatio-temporal ecology of sympatric felids on Borneo. Evidence for resource partitioning?","Spatiotemporal ecology of the striped hog-nosed skunk Conepatus semistriatus (Carnivora, Mephitidae) in a seasonally dry forest of northeastern Brazil","0.266094420600858"
"93","The hairy-nosed otter Lutra sumatrana in Cambodia: distribution and notes on ecology and conservation.","Community-level modelling of boreal forest mammal distribution in an oil sands landscape","0.258064516129032"
"94","African golden cat, caracal and serval in the Chinko/Mbari Drainage Basin, CAR.","African golden cats, citizen science, and serendipity: tapping the camera trap revolution","0.260869565217391"
"95","Photographic record of rusty-spotted cats in Tipeshwar Wildlife Sanctuary, India.","Photographic record of Dholes predating on a young Banteng in southwestern Java, Indonesia","0.29940119760479"
"96","Incubation and nest-defence behaviour of Streaky-breasted Flufftail Sarothrura boehmi in Zambia.","Evaluating and integrating spatial capture-recapture models with data of variable individual identifiability","0.19"
"97","FIRST SYSTEMATIC SURVEY FOR OTTER (Lutra lutra) IN LADAKH, INDIAN TRANS HIMALAYAS.","First camera-trap record of Small-toothed Palm Civet Arctogalida trivirgata from India","0.185185185185185"
"98","Camera trap records of dholes in Khao Ang Rue Nai Wildlife Sanctuary, Thailand.","CAMERA TRAP RECORDS OF TERRESTRIALITY IN FIVE PERUVIAN PRIMATE COMMUNITIES","0.397350993377483"
"99","Camera-trap records of tigers at high altitudes in Bhutan.","Camera-trap records of small carnivores from eastern Cambodia, 1999-2013","0.384"
"100","Baird's tapirs Tapirus bairdii in Nicaragua.","Camera trap survey of animals in Xishuangbanna Forest Dynamics Plot, Yunnan","0.206896551724138"
"101","PHOTOGRAPHIC RECORDS OF EURASIAN OTTER Lutra lutra FROM THE CENTRAL INDIAN LANDSCAPE.","Photographic record of Dholes predating on a young Banteng in southwestern Java, Indonesia","0.312138728323699"
"102","First Camera Trap Record of the Malayan Sun Bear from Assam, Northeast India.","FIRST CAMERA TRAP RECORD OF NAKED-TAILED ARMADILLO Cabassous centralis (CINGULATA, CHLAMYPHORIDAE) IN CORDOBA DEPARTMENT, COLOMBIA","0.33"
"103","Camera trap record of inland fishing cat from east coastal plains of South India.","Camera trap records of leucistic Eurasian badgers (Meles meles) in central Norway","0.30188679245283"
"104","Nesting of the Chinese Bush Warbler (Tribura tacsanowskia, Sylviidae, Passeriforms) in the Amur Region","Mammals of the private nature reserves of Altagracia, Casanare, Colombia","0.214285714285714"
"105","Estimating tiger and its prey abundance in Bardia National Park, Nepal.","Estimating the abundance of Nepal's largest population of tigers Panthera tigris","0.27027027027027"
"106","A Camera-trap Survey Documents Widespread Distribution of Over-wintering Golden Eagles in Western North Carolina.","A camera-trap survey of avifauna in a Bornean peat-swamp forest","0.245614035087719"
"107","Colours and Spots: Do they Tell the Story of an Ocelot's Origin?","Winter bait stations as a multispecies survey tool","0.18018018018018"
"108","FIRST CAMERA TRAP RECORD OF STRIPED HYENA IN DEUKHURI VALLEY, DANG, NEPAL.","FIRST CAMERA TRAP RECORD OF RED PANDA AILURUS FULGENS (CUVIER, 1825) (MAMMALIA: CARNIVORA: AILURIDAE) FROM KHANGCHENDZONGA, SIKKIM, INDIA","0.341708542713568"
"109","Patterns of salt lick use by mammals and birds in northeastern Cambodia.","Using camera traps to survey mammals and birds in Sichuan Xuebaoding National Nature Reserve","0.306748466257669"
"110","Small wildcats of Sri Lanka - some recent records.","First nestings of the Baillon's Crake Zapornia pusilla in Wallonia","0.194690265486726"
"111","Status and distribution of the leopard in the central hills of Sri Lanka.","Status and Distribution of the Eastern Spotted Skunk in Maryland: A Historic Review and Recent Assessment","0.409090909090909"
"112","Population Dynamic of Far Eastern Leopard (Panthera pardus orientalis) in Wangqing Nature Reserve Based on Infrared Camera Monitoring.","Population dynamics and space use of wild boar in a tropical forest, Southwest China","0.224299065420561"
"113","Terrestrial mammals of Bannerghatta National Park, Karnataka, India: A camera-trap inventory and seasonal assessments.","Terrestrial mammal responses to habitat structure and quality of remnant riparian forests in an Amazonian cattle-ranching landscape","0.222222222222222"
"114","PHOTOGRAPHIC RECORD OF SYMPATRY BETWEEN ASIAN SMALL-CLAWED OTTER AND SMOOTH-COATED OTTER IN THE NORTHERN WESTERN GHATS, INDIA.","Photographic record of Dholes predating on a young Banteng in southwestern Java, Indonesia","0.265402843601896"
"115","Application of Photographic Capture-Recapture Sampling for Estimating Abundance of Indian Mouse Deer Moschiola indica.","APPLICATION OF CAMERA TRAPS TO THE STUDY OF A BROWN BEAR (URSUS ARCTOS) POPULATION IN THE CENTRAL FOREST NATURE RESERVE","0.180257510729614"
"116","Shadowed by the ghost: the Eurasian lynx in Nepal.","Quantifying meso-mammal cave use in central Texas","0.1875"
"117","Camera-trap record of felid species from Kanchanjuri wildlife corridor, Assam, India.","Camera-trap records of small carnivores from Gedu Territorial Forest Division, Bhutan","0.280487804878049"
"118","Distribution update Return of the wolf to the Nyesyang Valley, Manang District, Nepal.","Distribution of Female Wolverines Relative to Snow Cover, Alberta, Canada","0.25974025974026"
"119","Rusty-spotted cat: 12th cat species discovered in Western Terai of Nepal.","SYMPATRY AMONG THREE SUID SPECIES (FAMILY SUIDAE) ON THE NORTH COAST OF KENYA","0.179310344827586"
"120","Estimating wildlife activity curves: comparison of methods and sample size","Estimating Alpine ibex Capra ibex abundance from photographic sampling","0.265734265734266"
"121","Diet and Habitat Requirements of the Philippine Endemic Frugivorous Monitor Lizard Varanus bitatawa.","Seasonal habitat requirements of Lemon Dove (Aplopelia larvata) in coastal forest: camera-trap surveys of a reclusive species","0.236363636363636"
"122","Mammal records and conservation threats in Siem Pang Wildlife Sanctuary and Siem Pang Khang Lech Wildlife Sanctuary, Cambodia.","Monitoring body condition score of reintroduced banteng (Bos javanicus D'Alton, 1923) into Salakphra Wildlife Sanctuary, Thailand","0.25"
"123","Runtime Adaptation of Applications Using Design Of Experiments: A Smartphone-Based Case Study","Density Estimation of Unmarked Populations Using Camera Traps in Heterogeneous Space","0.194285714285714"
"124","Records of rusty-spotted cat, Sri Lankamalleshwara Wildlife Sanctuary, India.","Records of Rusty-Spotted Cat Prionailurus rubiginosus (I. Geoffroy Saint-Hilaire, 1831) (Mammalia: Carnivora: Felidae) in Mount Abu Wildlife Sanctuary, Rajasthan, India","0.2882096069869"
"125","Notes on the fishing cats of the Godavari delta, Andhra Pradesh, India.","Notes on the distribution and status of small carnivores in Gabon","0.285714285714286"
"126","White-backed Vulture Gyps africanus parental care and chick growth rates assessed by camera traps and morphometric measurements","Influence of camera-trap sampling design on mammal species capture rates and community structures in southeastern Brazil","0.155102040816327"
"127","Modelling fine-scale habitat associations of medium-to-large forest mammals in the Udzungwa Mountains of Tanzania using camera trapping","Factors and mechanisms that explain coexistence in a Mediterranean carnivore assemblage: An integrated study based on camera trapping and diet","0.212454212454212"
"128","Remote camera capture of a Powerful Owl Ninox strenua bathing and drinking.","Remote camera network tracks Antarctic species at low cost","0.257575757575758"
"129","ON THE RELIABILITY OF EXPERT IDENTIFICATION OF SMALL-MEDIUM SIZED MAMMALS FROM CAMERA TRAP PHOTOS.","REVIEW OF SOME ACTUAL METHODS OF STORAGE, PROCESSING AND ANALYSIS OF DATA FROM CAMERA TRAPS IN ZOOLOGICAL RESEARCH","0.220095693779904"
"130","Common leopard and snow leopard co-existence in Sanjiangyuan, Qinghai, China.","Ocelot (Leopardus pardalis) Density in Central Amazonia","0.174603174603175"
"131","THE ORION CAMERA SYSTEM, A NEW METHOD FOR DEPLOYING CAMERA TRAPS IN TREE CANOPY TO STUDY ARBOREAL PRIMATES AND OTHER MAMMALS: A CASE STUDY IN PANAMA.","A COMPLEX APPROACH TO STUDY THE AMUR LEOPARD USING CAMERA TRAPS IN PROTECTED AREAS IN THE SOUTHWEST OF PRIMORSKY KRAI (RUSSIAN FAR EAST)","0.207142857142857"
"132","Distribution update. New records of bush dog in Panama.","Distributional shifts in a biodiversity hotspot","0.28"
"133","New record for bush dog in Amapa State, Eastern Brazilian Amazonia.","Records of the bush dog (Speothos venaticus) in Central Amazonia, Brazil","0.253731343283582"
"134","Identifying Individual Snow Leopards from Camera Trap Images","Identifying individual cougars (Puma concolor) in remote camera images - implications for population estimates","0.311377245508982"
"135","Coupling visitor and wildlife monitoring in protected areas using camera traps","Scoring Body Condition in Wild Baird's Tapir (Tapirus bairdii) Using Camera Traps and Opportunistic Photographic Material","0.244897959183674"
"136","Systematic survey efforts of the African golden cat - Part 2. Results from Uganda.","Estimation of the Numbers of the Far Eastern Leopard (Panthera pardus) in Russia","0.24203821656051"
"137","Camera trap records of rusty-spotted cat from Similipal Tiger Reserve, Odisha, India.","CAMERA TRAP RECORDS OF TERRESTRIALITY IN FIVE PERUVIAN PRIMATE COMMUNITIES","0.348387096774194"
"138","FIRST PHOTOGRAPHIC DOCUMENTATION AND DISTRIBUTION OF THE SMOOTH-COATED OTTER Lutrogale perspicillata IN SIMILIPAL TIGER RESERVE, ODISHA, INDIA.","First photographic records of bush dogs (Speothos venaticus) from camera-traps in Guyana","0.241071428571429"
"139","ASIAN ELEPHANT How elephants learn to cope: a camera trap study from Kodagu, India.","Defaunation of large mammals leads to an increase in seed predation in the Atlantic forests","0.198830409356725"
"140","A Survey of Mammals and Birds Diversity in Jianfengling District of Hainan Province by Using Camera-Trapping.","A survey of mammals and birds using camera traps in Badagongshan Forest Dynamics Plot, Central China","0.330097087378641"
"141","Status of the common leopard in Afghanistan.","Record of the ocelot (Leopardus pardalis) in the state of Zacatecas, Mexico","0.31304347826087"
"142","And then there was one: a camera trap survey of…","And Then There Was One: a camera trap survey of the declining population of African Elephants in Knysna, South Africa","0.567901234567901"
"143","DISTRIBUTION OF PACIFIC MARTEN IN COASTAL OREGON.","Distribution of Female Wolverines Relative to Snow Cover, Alberta, Canada","0.319327731092437"
"144","NEW OBSERVATIONS OF LIVING Echimys saturnus (DARK TREE RAT, ECHIMYIDAE) FROM EASTERN ECUADOR","Effects of human traffic on use of trails by mammals in lowland forest of eastern Ecuador","0.235955056179775"
"145","Ocelot (Leopardus pardalis) density in Eastern Ecuador based on capture-recapture analyses of camera trap data.","Ocelot (Leopardus pardalis) Density in Central Amazonia","0.4875"
"146","The first record of caracal in Bamu National Park, Iran.","The First Record of Melanistic Leopard in Udanti-Sitanadi Tiger Reserve, Chhattisgarh, India","0.335664335664336"
"147","First photographic record of a serval in Bwindi Impenetrable National Park, south-western Uganda.","First photographic record of marbled cat Pardofelis marmorata Martin, 1837 Mammalia, Carnivora, Felidae) in Nepal","0.315270935960591"
"148","Habitat utilization of the Sumatran rhinos (Dicerorhinus sumatrensis harrissoni) in Kutai Barat forest, East Kalimantan, Indonesia.","Habitat suitability and movement corridors of grey wolf (Canis lupus) in Northern Pakistan","0.186915887850467"
